Entity,Code,Date,Total confirmed deaths due to COVID-19 (deaths),Year,Population
Afghanistan,AFG,"Apr 7, 2020",7,2020,38928341
Afghanistan,AFG,"Apr 8, 2020",11,2020,38928341
Afghanistan,AFG,"Apr 9, 2020",14,2020,38928341
Afghanistan,AFG,"Apr 10, 2020",15,2020,38928341
Afghanistan,AFG,"Apr 11, 2020",15,2020,38928341
Afghanistan,AFG,"Apr 12, 2020",18,2020,38928341
Afghanistan,AFG,"Apr 13, 2020",18,2020,38928341
Afghanistan,AFG,"Apr 14, 2020",21,2020,38928341
Afghanistan,AFG,"Apr 15, 2020",23,2020,38928341
Afghanistan,AFG,"Apr 16, 2020",25,2020,38928341
Afghanistan,AFG,"Apr 17, 2020",29,2020,38928341
Afghanistan,AFG,"Apr 18, 2020",30,2020,38928341
Afghanistan,AFG,"Apr 19, 2020",30,2020,38928341
Afghanistan,AFG,"Apr 20, 2020",33,2020,38928341
Afghanistan,AFG,"Apr 21, 2020",35,2020,38928341
Afghanistan,AFG,"Apr 22, 2020",36,2020,38928341
Afghanistan,AFG,"Apr 23, 2020",40,2020,38928341
Afghanistan,AFG,"Apr 24, 2020",42,2020,38928341
Afghanistan,AFG,"Apr 25, 2020",43,2020,38928341
Afghanistan,AFG,"Apr 26, 2020",47,2020,38928341
Afghanistan,AFG,"Apr 27, 2020",57,2020,38928341
Afghanistan,AFG,"Apr 28, 2020",57,2020,38928341
Afghanistan,AFG,"Apr 29, 2020",60,2020,38928341
Afghanistan,AFG,"Apr 30, 2020",60,2020,38928341
Afghanistan,AFG,"May 1, 2020",64,2020,38928341
Afghanistan,AFG,"May 2, 2020",68,2020,38928341
Africa,,"Dec 31, 2019",,2020,1340598113
Africa,,"Jan 1, 2020",,2020,1340598113
Africa,,"Jan 2, 2020",,2020,1340598113
Africa,,"Jan 3, 2020",,2020,1340598113
Africa,,"Jan 4, 2020",,2020,1340598113
Africa,,"Jan 5, 2020",,2020,1340598113
Africa,,"Jan 6, 2020",,2020,1340598113
Africa,,"Jan 7, 2020",,2020,1340598113
Africa,,"Jan 8, 2020",,2020,1340598113
Africa,,"Jan 9, 2020",,2020,1340598113
Africa,,"Jan 10, 2020",,2020,1340598113
Africa,,"Jan 11, 2020",,2020,1340598113
Africa,,"Jan 12, 2020",,2020,1340598113
Africa,,"Jan 13, 2020",,2020,1340598113
Africa,,"Jan 14, 2020",,2020,1340598113
Africa,,"Jan 15, 2020",,2020,1340598113
Africa,,"Jan 16, 2020",,2020,1340598113
Africa,,"Jan 17, 2020",,2020,1340598113
Africa,,"Jan 18, 2020",,2020,1340598113
Africa,,"Jan 19, 2020",,2020,1340598113
Africa,,"Jan 20, 2020",,2020,1340598113
Africa,,"Jan 21, 2020",,2020,1340598113
Africa,,"Jan 22, 2020",,2020,1340598113
Africa,,"Jan 23, 2020",,2020,1340598113
Africa,,"Jan 24, 2020",,2020,1340598113
Africa,,"Jan 25, 2020",,2020,1340598113
Africa,,"Jan 26, 2020",,2020,1340598113
Africa,,"Jan 27, 2020",,2020,1340598113
Africa,,"Jan 28, 2020",,2020,1340598113
Africa,,"Jan 29, 2020",,2020,1340598113
Africa,,"Jan 30, 2020",,2020,1340598113
Africa,,"Jan 31, 2020",,2020,1340598113
Africa,,"Feb 1, 2020",,2020,1340598113
Africa,,"Feb 2, 2020",,2020,1340598113
Africa,,"Feb 3, 2020",,2020,1340598113
Africa,,"Feb 4, 2020",,2020,1340598113
Africa,,"Feb 5, 2020",,2020,1340598113
Africa,,"Feb 6, 2020",,2020,1340598113
Africa,,"Feb 7, 2020",,2020,1340598113
Africa,,"Feb 8, 2020",,2020,1340598113
Africa,,"Feb 9, 2020",,2020,1340598113
Africa,,"Feb 10, 2020",,2020,1340598113
Africa,,"Feb 11, 2020",,2020,1340598113
Africa,,"Feb 12, 2020",,2020,1340598113
Africa,,"Feb 13, 2020",,2020,1340598113
Africa,,"Feb 14, 2020",,2020,1340598113
Africa,,"Feb 15, 2020",,2020,1340598113
Africa,,"Feb 16, 2020",,2020,1340598113
Africa,,"Feb 17, 2020",,2020,1340598113
Africa,,"Feb 18, 2020",,2020,1340598113
Africa,,"Feb 19, 2020",,2020,1340598113
Africa,,"Feb 20, 2020",,2020,1340598113
Africa,,"Feb 21, 2020",,2020,1340598113
Africa,,"Feb 22, 2020",,2020,1340598113
Africa,,"Feb 23, 2020",,2020,1340598113
Africa,,"Feb 24, 2020",,2020,1340598113
Africa,,"Feb 25, 2020",,2020,1340598113
Africa,,"Feb 26, 2020",,2020,1340598113
Africa,,"Feb 27, 2020",,2020,1340598113
Africa,,"Feb 28, 2020",,2020,1340598113
Africa,,"Feb 29, 2020",,2020,1340598113
Africa,,"Mar 1, 2020",,2020,1340598113
Africa,,"Mar 2, 2020",,2020,1340598113
Africa,,"Mar 3, 2020",,2020,1340598113
Africa,,"Mar 4, 2020",,2020,1340598113
Africa,,"Mar 5, 2020",,2020,1340598113
Africa,,"Mar 6, 2020",,2020,1340598113
Africa,,"Mar 7, 2020",,2020,1340598113
Africa,,"Mar 8, 2020",,2020,1340598113
Africa,,"Mar 9, 2020",1,2020,1340598113
Africa,,"Mar 10, 2020",1,2020,1340598113
Africa,,"Mar 11, 2020",1,2020,1340598113
Africa,,"Mar 12, 2020",2,2020,1340598113
Africa,,"Mar 13, 2020",4,2020,1340598113
Africa,,"Mar 14, 2020",5,2020,1340598113
Africa,,"Mar 15, 2020",6,2020,1340598113
Africa,,"Mar 16, 2020",8,2020,1340598113
Africa,,"Mar 17, 2020",8,2020,1340598113
Africa,,"Mar 18, 2020",12,2020,1340598113
Africa,,"Mar 19, 2020",16,2020,1340598113
Africa,,"Mar 20, 2020",17,2020,1340598113
Africa,,"Mar 21, 2020",24,2020,1340598113
Africa,,"Mar 22, 2020",35,2020,1340598113
Africa,,"Mar 23, 2020",44,2020,1340598113
Africa,,"Mar 24, 2020",52,2020,1340598113
Africa,,"Mar 25, 2020",64,2020,1340598113
Africa,,"Mar 26, 2020",72,2020,1340598113
Africa,,"Mar 27, 2020",84,2020,1340598113
Africa,,"Mar 28, 2020",103,2020,1340598113
Africa,,"Mar 29, 2020",124,2020,1340598113
Africa,,"Mar 30, 2020",143,2020,1340598113
Africa,,"Mar 31, 2020",166,2020,1340598113
Africa,,"Apr 1, 2020",189,2020,1340598113
Africa,,"Apr 2, 2020",224,2020,1340598113
Africa,,"Apr 3, 2020",256,2020,1340598113
Africa,,"Apr 4, 2020",305,2020,1340598113
Africa,,"Apr 5, 2020",379,2020,1340598113
Africa,,"Apr 6, 2020",434,2020,1340598113
Africa,,"Apr 7, 2020",477,2020,1340598113
Africa,,"Apr 8, 2020",522,2020,1340598113
Africa,,"Apr 9, 2020",573,2020,1340598113
Africa,,"Apr 10, 2020",630,2020,1340598113
Africa,,"Apr 11, 2020",691,2020,1340598113
Africa,,"Apr 12, 2020",743,2020,1340598113
Africa,,"Apr 13, 2020",789,2020,1340598113
Africa,,"Apr 14, 2020",835,2020,1340598113
Africa,,"Apr 15, 2020",876,2020,1340598113
Africa,,"Apr 16, 2020",911,2020,1340598113
Africa,,"Apr 17, 2020",965,2020,1340598113
Africa,,"Apr 18, 2020",1016,2020,1340598113
Africa,,"Apr 19, 2020",1057,2020,1340598113
Africa,,"Apr 20, 2020",1120,2020,1340598113
Africa,,"Apr 21, 2020",1155,2020,1340598113
Africa,,"Apr 22, 2020",1189,2020,1340598113
Africa,,"Apr 23, 2020",1232,2020,1340598113
Africa,,"Apr 24, 2020",1286,2020,1340598113
Africa,,"Apr 25, 2020",1334,2020,1340598113
Africa,,"Apr 26, 2020",1378,2020,1340598113
Africa,,"Apr 27, 2020",1415,2020,1340598113
Africa,,"Apr 28, 2020",1470,2020,1340598113
Africa,,"Apr 29, 2020",1524,2020,1340598113
Africa,,"Apr 30, 2020",1591,2020,1340598113
Africa,,"May 1, 2020",1635,2020,1340598113
Africa,,"May 2, 2020",1690,2020,1340598113
Albania,ALB,"Dec 31, 2019",,2020,2877800
Albania,ALB,"Jan 1, 2020",,2020,2877800
Albania,ALB,"Jan 2, 2020",,2020,2877800
Albania,ALB,"Jan 3, 2020",,2020,2877800
Albania,ALB,"Jan 4, 2020",,2020,2877800
Albania,ALB,"Jan 5, 2020",,2020,2877800
Albania,ALB,"Jan 6, 2020",,2020,2877800
Albania,ALB,"Jan 7, 2020",,2020,2877800
Albania,ALB,"Jan 8, 2020",,2020,2877800
Albania,ALB,"Jan 9, 2020",,2020,2877800
Albania,ALB,"Jan 10, 2020",,2020,2877800
Albania,ALB,"Jan 11, 2020",,2020,2877800
Albania,ALB,"Jan 12, 2020",,2020,2877800
Albania,ALB,"Jan 13, 2020",,2020,2877800
Albania,ALB,"Jan 14, 2020",,2020,2877800
Albania,ALB,"Jan 15, 2020",,2020,2877800
Albania,ALB,"Jan 16, 2020",,2020,2877800
Albania,ALB,"Jan 17, 2020",,2020,2877800
Albania,ALB,"Jan 18, 2020",,2020,2877800
Albania,ALB,"Jan 19, 2020",,2020,2877800
Albania,ALB,"Jan 20, 2020",,2020,2877800
Albania,ALB,"Jan 21, 2020",,2020,2877800
Albania,ALB,"Jan 22, 2020",,2020,2877800
Albania,ALB,"Jan 23, 2020",,2020,2877800
Albania,ALB,"Jan 24, 2020",,2020,2877800
Albania,ALB,"Jan 25, 2020",,2020,2877800
Albania,ALB,"Jan 26, 2020",,2020,2877800
Albania,ALB,"Jan 27, 2020",,2020,2877800
Albania,ALB,"Jan 28, 2020",,2020,2877800
Albania,ALB,"Jan 29, 2020",,2020,2877800
Albania,ALB,"Jan 30, 2020",,2020,2877800
Albania,ALB,"Jan 31, 2020",,2020,2877800
Albania,ALB,"Feb 1, 2020",,2020,2877800
Albania,ALB,"Feb 2, 2020",,2020,2877800
Albania,ALB,"Feb 3, 2020",,2020,2877800
Albania,ALB,"Feb 4, 2020",,2020,2877800
Albania,ALB,"Feb 5, 2020",,2020,2877800
Albania,ALB,"Feb 6, 2020",,2020,2877800
Albania,ALB,"Feb 7, 2020",,2020,2877800
Albania,ALB,"Feb 8, 2020",,2020,2877800
Albania,ALB,"Feb 9, 2020",,2020,2877800
Albania,ALB,"Feb 10, 2020",,2020,2877800
Albania,ALB,"Feb 11, 2020",,2020,2877800
Albania,ALB,"Feb 12, 2020",,2020,2877800
Albania,ALB,"Feb 13, 2020",,2020,2877800
Albania,ALB,"Feb 14, 2020",,2020,2877800
Albania,ALB,"Feb 15, 2020",,2020,2877800
Albania,ALB,"Feb 16, 2020",,2020,2877800
Albania,ALB,"Feb 17, 2020",,2020,2877800
Albania,ALB,"Feb 18, 2020",,2020,2877800
Albania,ALB,"Feb 19, 2020",,2020,2877800
Albania,ALB,"Feb 20, 2020",,2020,2877800
Albania,ALB,"Feb 21, 2020",,2020,2877800
Albania,ALB,"Feb 22, 2020",,2020,2877800
Albania,ALB,"Feb 23, 2020",,2020,2877800
Albania,ALB,"Feb 24, 2020",,2020,2877800
Albania,ALB,"Feb 25, 2020",,2020,2877800
Albania,ALB,"Feb 26, 2020",,2020,2877800
Albania,ALB,"Feb 27, 2020",,2020,2877800
Albania,ALB,"Feb 28, 2020",,2020,2877800
Albania,ALB,"Feb 29, 2020",,2020,2877800
Albania,ALB,"Mar 1, 2020",,2020,2877800
Albania,ALB,"Mar 2, 2020",,2020,2877800
Albania,ALB,"Mar 3, 2020",,2020,2877800
Albania,ALB,"Mar 4, 2020",,2020,2877800
Albania,ALB,"Mar 5, 2020",,2020,2877800
Albania,ALB,"Mar 6, 2020",,2020,2877800
Albania,ALB,"Mar 7, 2020",,2020,2877800
Albania,ALB,"Mar 8, 2020",,2020,2877800
Albania,ALB,"Mar 9, 2020",,2020,2877800
Albania,ALB,"Mar 10, 2020",,2020,2877800
Albania,ALB,"Mar 11, 2020",,2020,2877800
Albania,ALB,"Mar 12, 2020",1,2020,2877800
Albania,ALB,"Mar 13, 2020",1,2020,2877800
Albania,ALB,"Mar 14, 2020",1,2020,2877800
Albania,ALB,"Mar 15, 2020",1,2020,2877800
Albania,ALB,"Mar 16, 2020",1,2020,2877800
Albania,ALB,"Mar 17, 2020",1,2020,2877800
Albania,ALB,"Mar 18, 2020",1,2020,2877800
Albania,ALB,"Mar 19, 2020",2,2020,2877800
Albania,ALB,"Mar 20, 2020",2,2020,2877800
Albania,ALB,"Mar 21, 2020",2,2020,2877800
Albania,ALB,"Mar 22, 2020",2,2020,2877800
Albania,ALB,"Mar 23, 2020",2,2020,2877800
Albania,ALB,"Mar 24, 2020",4,2020,2877800
Albania,ALB,"Mar 25, 2020",5,2020,2877800
Albania,ALB,"Mar 26, 2020",5,2020,2877800
Albania,ALB,"Mar 27, 2020",6,2020,2877800
Albania,ALB,"Mar 28, 2020",9,2020,2877800
Albania,ALB,"Mar 29, 2020",10,2020,2877800
Albania,ALB,"Mar 30, 2020",10,2020,2877800
Albania,ALB,"Mar 31, 2020",12,2020,2877800
Albania,ALB,"Apr 1, 2020",15,2020,2877800
Albania,ALB,"Apr 2, 2020",15,2020,2877800
Albania,ALB,"Apr 3, 2020",16,2020,2877800
Albania,ALB,"Apr 4, 2020",17,2020,2877800
Albania,ALB,"Apr 5, 2020",19,2020,2877800
Albania,ALB,"Apr 6, 2020",21,2020,2877800
Albania,ALB,"Apr 7, 2020",22,2020,2877800
Albania,ALB,"Apr 8, 2020",22,2020,2877800
Albania,ALB,"Apr 9, 2020",22,2020,2877800
Albania,ALB,"Apr 10, 2020",23,2020,2877800
Albania,ALB,"Apr 11, 2020",23,2020,2877800
Albania,ALB,"Apr 12, 2020",23,2020,2877800
Albania,ALB,"Apr 13, 2020",23,2020,2877800
Albania,ALB,"Apr 14, 2020",23,2020,2877800
Albania,ALB,"Apr 15, 2020",24,2020,2877800
Albania,ALB,"Apr 16, 2020",25,2020,2877800
Albania,ALB,"Apr 17, 2020",26,2020,2877800
Albania,ALB,"Apr 18, 2020",26,2020,2877800
Albania,ALB,"Apr 19, 2020",26,2020,2877800
Albania,ALB,"Apr 20, 2020",26,2020,2877800
Albania,ALB,"Apr 21, 2020",26,2020,2877800
Albania,ALB,"Apr 22, 2020",26,2020,2877800
Albania,ALB,"Apr 23, 2020",27,2020,2877800
Albania,ALB,"Apr 24, 2020",27,2020,2877800
Albania,ALB,"Apr 25, 2020",27,2020,2877800
Albania,ALB,"Apr 26, 2020",27,2020,2877800
Albania,ALB,"Apr 27, 2020",28,2020,2877800
Albania,ALB,"Apr 28, 2020",28,2020,2877800
Albania,ALB,"Apr 29, 2020",30,2020,2877800
Albania,ALB,"Apr 30, 2020",31,2020,2877800
Albania,ALB,"May 1, 2020",31,2020,2877800
Albania,ALB,"May 2, 2020",31,2020,2877800
Algeria,DZA,"Dec 31, 2019",,2020,43851043
Algeria,DZA,"Jan 1, 2020",,2020,43851043
Algeria,DZA,"Jan 2, 2020",,2020,43851043
Algeria,DZA,"Jan 3, 2020",,2020,43851043
Algeria,DZA,"Jan 4, 2020",,2020,43851043
Algeria,DZA,"Jan 5, 2020",,2020,43851043
Algeria,DZA,"Jan 6, 2020",,2020,43851043
Algeria,DZA,"Jan 7, 2020",,2020,43851043
Algeria,DZA,"Jan 8, 2020",,2020,43851043
Algeria,DZA,"Jan 9, 2020",,2020,43851043
Algeria,DZA,"Jan 10, 2020",,2020,43851043
Algeria,DZA,"Jan 11, 2020",,2020,43851043
Algeria,DZA,"Jan 12, 2020",,2020,43851043
Algeria,DZA,"Jan 13, 2020",,2020,43851043
Algeria,DZA,"Jan 14, 2020",,2020,43851043
Algeria,DZA,"Jan 15, 2020",,2020,43851043
Algeria,DZA,"Jan 16, 2020",,2020,43851043
Algeria,DZA,"Jan 17, 2020",,2020,43851043
Algeria,DZA,"Jan 18, 2020",,2020,43851043
Algeria,DZA,"Jan 19, 2020",,2020,43851043
Algeria,DZA,"Jan 20, 2020",,2020,43851043
Algeria,DZA,"Jan 21, 2020",,2020,43851043
Algeria,DZA,"Jan 22, 2020",,2020,43851043
Algeria,DZA,"Jan 23, 2020",,2020,43851043
Algeria,DZA,"Jan 24, 2020",,2020,43851043
Algeria,DZA,"Jan 25, 2020",,2020,43851043
Algeria,DZA,"Jan 26, 2020",,2020,43851043
Algeria,DZA,"Jan 27, 2020",,2020,43851043
Algeria,DZA,"Jan 28, 2020",,2020,43851043
Algeria,DZA,"Jan 29, 2020",,2020,43851043
Algeria,DZA,"Jan 30, 2020",,2020,43851043
Algeria,DZA,"Jan 31, 2020",,2020,43851043
Algeria,DZA,"Feb 1, 2020",,2020,43851043
Algeria,DZA,"Feb 2, 2020",,2020,43851043
Algeria,DZA,"Feb 3, 2020",,2020,43851043
Algeria,DZA,"Feb 4, 2020",,2020,43851043
Algeria,DZA,"Feb 5, 2020",,2020,43851043
Algeria,DZA,"Feb 6, 2020",,2020,43851043
Algeria,DZA,"Feb 7, 2020",,2020,43851043
Algeria,DZA,"Feb 8, 2020",,2020,43851043
Algeria,DZA,"Feb 9, 2020",,2020,43851043
Algeria,DZA,"Feb 10, 2020",,2020,43851043
Algeria,DZA,"Feb 11, 2020",,2020,43851043
Algeria,DZA,"Feb 12, 2020",,2020,43851043
Algeria,DZA,"Feb 13, 2020",,2020,43851043
Algeria,DZA,"Feb 14, 2020",,2020,43851043
Algeria,DZA,"Feb 15, 2020",,2020,43851043
Algeria,DZA,"Feb 16, 2020",,2020,43851043
Algeria,DZA,"Feb 17, 2020",,2020,43851043
Algeria,DZA,"Feb 18, 2020",,2020,43851043
Algeria,DZA,"Feb 19, 2020",,2020,43851043
Algeria,DZA,"Feb 20, 2020",,2020,43851043
Algeria,DZA,"Feb 21, 2020",,2020,43851043
Algeria,DZA,"Feb 22, 2020",,2020,43851043
Algeria,DZA,"Feb 23, 2020",,2020,43851043
Algeria,DZA,"Feb 24, 2020",,2020,43851043
Algeria,DZA,"Feb 25, 2020",,2020,43851043
Algeria,DZA,"Feb 26, 2020",,2020,43851043
Algeria,DZA,"Feb 27, 2020",,2020,43851043
Algeria,DZA,"Feb 28, 2020",,2020,43851043
Algeria,DZA,"Feb 29, 2020",,2020,43851043
Algeria,DZA,"Mar 1, 2020",,2020,43851043
Algeria,DZA,"Mar 2, 2020",,2020,43851043
Algeria,DZA,"Mar 3, 2020",,2020,43851043
Algeria,DZA,"Mar 4, 2020",,2020,43851043
Algeria,DZA,"Mar 5, 2020",,2020,43851043
Algeria,DZA,"Mar 6, 2020",,2020,43851043
Algeria,DZA,"Mar 7, 2020",,2020,43851043
Algeria,DZA,"Mar 8, 2020",,2020,43851043
Algeria,DZA,"Mar 9, 2020",,2020,43851043
Algeria,DZA,"Mar 10, 2020",,2020,43851043
Algeria,DZA,"Mar 11, 2020",,2020,43851043
Algeria,DZA,"Mar 12, 2020",,2020,43851043
Algeria,DZA,"Mar 13, 2020",1,2020,43851043
Algeria,DZA,"Mar 14, 2020",2,2020,43851043
Algeria,DZA,"Mar 15, 2020",2,2020,43851043
Algeria,DZA,"Mar 16, 2020",4,2020,43851043
Algeria,DZA,"Mar 17, 2020",4,2020,43851043
Algeria,DZA,"Mar 18, 2020",5,2020,43851043
Algeria,DZA,"Mar 19, 2020",6,2020,43851043
Algeria,DZA,"Mar 20, 2020",7,2020,43851043
Algeria,DZA,"Mar 21, 2020",10,2020,43851043
Algeria,DZA,"Mar 22, 2020",15,2020,43851043
Algeria,DZA,"Mar 23, 2020",17,2020,43851043
Algeria,DZA,"Mar 24, 2020",17,2020,43851043
Algeria,DZA,"Mar 25, 2020",19,2020,43851043
Algeria,DZA,"Mar 26, 2020",21,2020,43851043
Algeria,DZA,"Mar 27, 2020",25,2020,43851043
Algeria,DZA,"Mar 28, 2020",26,2020,43851043
Algeria,DZA,"Mar 29, 2020",29,2020,43851043
Algeria,DZA,"Mar 30, 2020",31,2020,43851043
Algeria,DZA,"Mar 31, 2020",35,2020,43851043
Algeria,DZA,"Apr 1, 2020",44,2020,43851043
Algeria,DZA,"Apr 2, 2020",58,2020,43851043
Algeria,DZA,"Apr 3, 2020",63,2020,43851043
Algeria,DZA,"Apr 4, 2020",105,2020,43851043
Algeria,DZA,"Apr 5, 2020",130,2020,43851043
Algeria,DZA,"Apr 6, 2020",152,2020,43851043
Algeria,DZA,"Apr 7, 2020",173,2020,43851043
Algeria,DZA,"Apr 8, 2020",193,2020,43851043
Algeria,DZA,"Apr 9, 2020",205,2020,43851043
Algeria,DZA,"Apr 10, 2020",235,2020,43851043
Algeria,DZA,"Apr 11, 2020",256,2020,43851043
Algeria,DZA,"Apr 12, 2020",275,2020,43851043
Algeria,DZA,"Apr 13, 2020",293,2020,43851043
Algeria,DZA,"Apr 14, 2020",313,2020,43851043
Algeria,DZA,"Apr 15, 2020",325,2020,43851043
Algeria,DZA,"Apr 16, 2020",336,2020,43851043
Algeria,DZA,"Apr 17, 2020",348,2020,43851043
Algeria,DZA,"Apr 18, 2020",364,2020,43851043
Algeria,DZA,"Apr 19, 2020",367,2020,43851043
Algeria,DZA,"Apr 20, 2020",375,2020,43851043
Algeria,DZA,"Apr 21, 2020",384,2020,43851043
Algeria,DZA,"Apr 22, 2020",392,2020,43851043
Algeria,DZA,"Apr 23, 2020",402,2020,43851043
Algeria,DZA,"Apr 24, 2020",407,2020,43851043
Algeria,DZA,"Apr 25, 2020",415,2020,43851043
Algeria,DZA,"Apr 26, 2020",419,2020,43851043
Algeria,DZA,"Apr 27, 2020",425,2020,43851043
Algeria,DZA,"Apr 28, 2020",432,2020,43851043
Algeria,DZA,"Apr 29, 2020",437,2020,43851043
Algeria,DZA,"Apr 30, 2020",444,2020,43851043
Algeria,DZA,"May 1, 2020",450,2020,43851043
Algeria,DZA,"May 2, 2020",453,2020,43851043
American Samoa,ASM,"Dec 31, 2019",,2020,55197
American Samoa,ASM,"Jan 1, 2020",,2020,55197
American Samoa,ASM,"Jan 2, 2020",,2020,55197
